"Fecha Pedido";Referencia;Cantidad;Descripcion;Fiabilidad;"N reclamacion";VIN;Comentario;Fentrega;Cuenta
06/09/2023;96349031;1;"TAPA EMB";;312134839;KL1SF48WJAB025533;KL1SF48WJAB025533;"No disponible";
05/09/2023;9846284980;5;"ALFOMBR MONOBL AV DAG";;312122930;VXEYCBPFBNG032458;VXEYCBPFBNG032458;"No disponible";
04/09/2023;9837705880;1;"PUERTA AV D";;;;;07/09/2023;
01/09/2023;YQ00334880;1;"MANDO CLIMATIZA";;312110434;;;"No disponible";
30/08/2023;1673303280;1;"MOTOR DI EST";;312086010;VXEVGAHKKMZ031037;VXEVGAHKKMZ031037;"No disponible (penuria)";
30/08/2023;1684190380;1;"MOTOR EST GASOL";;312085438;W0VBE8ET7M8023753;W0VBE8ET7M8023753;"No disponible (penuria)";
30/08/2023;25204527;1;"TURBO NUEVO";;312084899;W0VBE8ET7M8023753;W0VBE8ET7M8023753;"No disponible (penuria)";
29/08/2023;25204527;1;"TURBO NUEVO";;312071466;W0VBF8ET7L8020461;W0VBF8ET7L8020461;"No disponible (penuria)";
29/08/2023;25204527;1;"TURBO NUEVO";;312071469;W0VBF8ET2L8025146;W0VBF8ET2L8025146;"No disponible (penuria)";
29/08/2023;93177277;2;"TAPON VACIADO";+++;312078423;;;20/09/2023;
25/08/2023;95517986;1;"TUBO ENGRASE";;312056995;W0VJ7D604JV604773;W0VJ7D604JV604773;"No disponible (penuria)";
22/08/2023;50552146;1;MOLDURA;;8563607;;;06/10/2023;
22/08/2023;YR007164VQ;1;"PARASOL I";;312040270;;;"No disponible";
21/08/2023;1681992180;1;"MÁQUINA ELÉCT";+++;312028934;VXKUHZKXZN4229541;VXKUHZKXZN4229541;20/09/2023;
21/08/2023;95523926;1;"TURBO ESTANDAR";;312028932;W0VJ7D604JV604773;W0VJ7D604JV604773;"No disponible (penuria)";
18/08/2023;93165694;1;"ACEITE CV 1 LITRE";+++;312026532;;;20/09/2023;
16/08/2023;1670933480;1;"CAJA CAMBIO EST CP 19X68";;312010027;VXKUBYHTKP4081014;VXKUBYHTKP4081014;"Pieza remplazada";
10/08/2023;55573593;1;"POLEA DE ARBOL";;311988574;;;"No disponible (penuria)";
08/08/2023;90528685;14;"GUIA DE VALVULA";;311968312;;;"No disponible";
07/08/2023;90528685;6;"GUIA DE VALVULA";;311968287;;;"No disponible";
03/08/2023;95994975;1;"O:GANCHO ESTOR";;311951629;W0VBF8ET0L8020141;W0VBF8ET0L8020141;"No disponible";
28/07/2023;1681033580;0;"ALFOMBR GOMA AV AR DAG";;;;;20/09/2023;
25/07/2023;13498954;1;"TAPON LLENADO";++;311892477;;W0VBF6EK7JG052700;20/09/2023;
19/07/2023;55573788;1;"PINON MANDO";+++;311860766;;;20/09/2023;
17/07/2023;15032594;6;"TUERCA CON BASE";++;311848427;KL1FC6E63GB535380;KL1FC6E63GB535380;20/09/2023;
12/07/2023;13247992;1;"JUNTA DE TURBO";;311823476;;;"No disponible (penuria)";
11/07/2023;13419441;1;"O:RACOR AIRE";;311823486;W0LGM6E38G1104313;W0LGM6E38G1104313;"No disponible (penuria)";
03/07/2023;13419441;1;"O:RACOR AIRE";;311823497;W0LGT8E30H1071565;W0LGT8E30H1071565;"No disponible (penuria)";
29/06/2023;55272456;1;"CATALIZADOR FAP";;311742598;W0L0XEP68G4340419;W0L0XEP68G4340419;"No disponible (penuria)";
28/06/2023;YR00102380;10;TUERCA;;311742524;W0VZT6ETXM1014496;W0VZT6ETXM1014496;"No disponible";
23/06/2023;YR00102380;10;TUERCA;;311715972;;sed;"No disponible";
22/06/2023;YR00155480;2;TORNILLO;;311715990;W0VZT6EP4N1026633;W0VZT6EP4N1026633;"No disponible";
29/05/2023;YR00102380;10;TUERCA;;311549845;W0VBE6EW8MG018744;W0VBE6EW8MG018744;"No disponible";
25/05/2023;YR00102380;10;TUERCA;;311542118;W0LJC7EL2EB752705;W0LJC7EL2EB752705;"No disponible";
16/05/2023;90461994;20;ABRAZADERA;;311490516;;;"No disponible";
08/05/2023;11609608;2;"TORNILLO M12";+++;311442542;;W0VBE8ET7M8023574;19/09/2023;
08/05/2023;12666900;2;JUNTA;+++;311442530;;W0VBE8ET7M8023574;19/09/2023;
08/05/2023;12667034;1;"JUNTA TORICA";+++;311442540;;W0VBE8ET7M8023574;19/09/2023;
08/05/2023;12700725;1;RACOR;+++;311442537;;W0VBE8ET7M8023574;19/09/2023;
03/05/2023;39163924;1;O:FRONTAL;;311442550;W0VZT6EB3K1032889;W0VZT6EB3K1032889;"No disponible";
29/03/2023;13598775;2;"MODULO EMISOR";;311217064;;;"No disponible";
29/03/2023;95958715;1;"DISCO REPUESTO";;311217074;KL1JF69Y9EK518548;KL1JF69Y9EK518548;"No disponible";
27/01/2023;9163339;2;"TUBO DE GRASA";+++;310733882;;;19/09/2023;
29/12/2022;YR00256480;1;"CAMERA AIDE";;;;W0VZT6ETXM1022193;;
11/11/2022;39242742;0;CAPTOR;;;;;06/07/2023;
22/04/2022;1679592380;0;"PRODUCTO ESTANQ PATE ETANCHEITE";;;;W0V7D9ED9K4119346;15/05/2023;
22/04/2022;55494711;0;CAPTOR;+++;;;;15/05/2023;
22/04/2022;55495597;0;O:CAPTADOR;+++;;;;15/05/2023;
22/04/2022;YQ00156180;0;TORNILLO;;;;;15/05/2023;
